
003000000,690000500,002040100,026400700,108060009,000020050,030080006,000107000,000300000,
000080070,058030100,000000000,026000090,400000006,700029300,007000900,100203000,060000054,
400000060,500032000,910004000,000600450,200015006,000000010,008000020,000800540,070000100,
005002000,700000000,009700000,100080200,300010600,060000903,000870040,050040706,003006000,
860003000,000509102,000040000,206000305,000000700,040000001,432000007,010608000,000002000,
000060207,078000000,005000000,090000000,020730050,000209070,000906000,000050430,800400520,
900008400,005903006,400000000,000006020,000019007,080000100,608001009,003000000,200400050,
000108250,500000904,000040000,400001030,080090700,700400000,920010000,008060000,000000560,
070002080,000760000,002590000,600000000,903020060,050000700,000300100,040801009,000000370,
078000040,000108006,000000001,000000009,805407000,000900500,024005000,500040680,006090000,
000100090,700000126,200040000,040000000,508002900,000008205,900007000,050300700,000000810,
001004900,009000800,020100070,800005000,100700342,007090000,000007005,900200000,600000010,
508000300,002950000,000000000,700009006,600003040,019700000,000007004,800000070,003200180,
900070005,010002800,060000000,000000040,007090000,004053601,000807000,030000000,002501009,
405000008,000100000,900070560,602000004,000600000,509000003,007000800,000200700,084003000,
800010070,004050002,009004030,050200000,000000680,900063000,000000340,700520001,080000000,
000000030,090680005,042010600,020800000,001000000,403000009,000000020,680100400,000004003,
500000000,340100007,090006000,600020009,004980100,010040000,000003026,000000800,900000340,
000060000,000000207,100004063,680000000,200000600,000012950,400081000,001000030,000030700,
000600031,005000000,030540020,000000400,000090008,160080700,000005960,010000000,400760000,
000000984,000095003,040000050,007840106,000000005,000070000,069100070,580600000,000009000,
600031000,000640050,509000003,000000008,000080400,920000061,100006030,084003090,000000000,
096000030,008000000,050204090,001672000,800000300,009000000,002010800,000000004,000008165,
560720000,090006000,000000800,004800600,000000009,000060050,000178400,050040070,403000000,
600031900,800000000,004807000,000080000,450060300,980000560,000000005,100496030,000000000,
100200007,000000690,700300800,560908000,020700001,000000000,004070005,250800900,000040000,
006002000,000005000,700090000,031080070,600000008,020003045,000009300,074060020,900070000,
090007000,000000045,700080006,000005300,080000009,004900060,501600000,000040010,000000257,
006007000,000900005,050020100,000000560,080073000,900100000,800000013,009080007,530000004,
050000090,001000000,300008627,030500000,064000030,090037000,000065300,000090050,000000780,
000000300,001007006,540000008,000708020,060009050,008000040,000000080,150300000,200010007,
586400003,000080004,000900007,000000040,000009720,030050001,700000060,050032000,200060000,
078500000,003007800,000190000,007000290,090061040,000004000,306002000,010000004,000000500,
400000002,000036700,700000090,004200001,080000000,960040000,000000013,000080200,031060980,
400000100,000002007,083090000,070006400,040001000,000000081,000000000,500030002,100080709,
060020013,000000200,000010000,080000400,704890000,010007000,900008005,001003006,400050001,
010086007,000004905,000100000,070050032,000000000,000090700,006010009,340000001,800030050,
600005030,010420006,004000000,005070090,020009080,001006000,470000000,030000901,000008003,
005000070,700001000,000400006,060000598,400080000,030200000,003000027,000040000,050190080,
096070040,740200001,000000000,008407000,000915007,000000050,060000009,300000102,000004000,
800400910,003000000,000003004,000001040,058000700,070006800,000002000,000000160,910060500,
000470030,004002000,009530060,500000400,000087900,090000600,006040000,850000000,070001200,
000047008,080005000,002800190,040080000,007400000,100020070,900000600,201000030,000070200,
010920070,360050000,000040000,000000000,600000540,082700090,000000009,008004000,000800306,
040800006,001006003,006309800,250603000,000000000,087000040,000090700,000004010,000002005,
000400092,009703000,060000004,013000000,207800000,000002050,800050040,700090108,000004000,
000600005,439000000,006074000,007000900,090000087,000001000,604000000,058030002,000580070,
000060207,078000000,005000000,090000000,020730050,000209070,000906000,000050430,800400520,
560720000,090006000,000000800,004800600,000000009,000060050,000178400,050040070,403000000,
006000070,800000046,005390000,000000301,207000069,000500000,000000000,009700015,060028000,
000000000,005000409,300800060,030006000,049000207,007005010,406050000,010090700,003002000,
500062300,060000000,009000500,001400002,000008040,000700006,070001084,130000000,040820000,
030000000,000000018,106000700,070004900,020600005,001280000,900000000,007018640,000095000,
730580000,600000409,209000008,900800000,000300006,000065000,008072900,040000000,000000050,
750080000,008300700,000000000,185000020,060010008,000920000,000600900,000509013,040000000,
000008500,001000000,473600000,600200004,000007030,000095060,000000006,107080000,008704000,
130005000,500700002,000209000,000000000,910000087,007060010,050400000,340000000,800006305,
070000608,102000000,030700000,000420006,000005020,000000170,305000000,000256400,700009010,
600005030,010420006,004000000,005070090,020009080,001006000,470000000,030000901,000008003,
007004026,090000801,060000070,000090000,000500000,580106004,400901008,001070002,000000000,
000400008,000005300,000000190,000090034,070102080,508000000,040071020,706000000,890000000,
031000400,040000052,000500000,006100200,010306000,700200091,900000070,000060000,000908005,
870000000,000900004,020700105,009600030,000000009,006540000,690000700,200007400,000300010,
370000090,900070000,000420006,001084200,000000000,800600050,006002010,000000039,050000400,
050008269,002043000,009000000,007000000,000090040,503000090,000024605,600000003,040080000,
000602804,000030007,000000000,406050300,208000000,000000910,100000200,070900050,002400008,
005092300,060005400,020700001,107900002,000000000,000003106,000000000,030000250,040087000,
002080700,000004020,004000080,800006000,000001060,050073900,000000130,000090500,900040000,
000017000,208000004,003020100,960000300,000600090,000008500,600301200,031700008,000000000,
000071005,000040020,403006800,000100070,004008000,209004000,000000050,000010007,068000903,
300000080,100603002,060000000,080100970,000500000,209004000,001000620,000000043,070050100,
000010000,050094060,400200000,302000800,060000030,090008540,000020090,700000021,000706000,
030000080,500060000,000008219,007900060,000007002,000200100,071340000,200000403,009000000,
005092300,060005400,020700001,107900002,000000000,000003106,000000000,030000250,040087000,
030605004,700000030,000004000,000403100,009000600,800020000,000000009,015000080,000090052,
700000000,249000080,050000300,300050000,000096000,006084700,000670500,000000049,000049020,
060000005,900001000,010070002,602004030,000050040,040010000,007002006,200090700,300000010,
960300801,000020300,400000000,500000027,009004000,000680000,000162098,050400100,000000000,
000000002,800010060,060004508,000000009,000070006,543006800,000068400,700000900,052000000,
002300015,000060900,100409000,000000000,649000000,000080072,000000100,000000396,753000000,
900420560,007000040,054000190,000871900,020000000,000006400,070030005,000090000,008000000,
060007000,100080004,000910000,000000000,000300026,470006800,605002470,000008100,009000030,
050670000,600040100,000030008,103007000,040003200,000000730,000000006,005800400,300002050,
009000100,060000080,500000046,000000000,687003000,000005402,040009010,006000300,890074000,
040800000,501000004,800009060,000000000,200006405,090007080,000010700,000060200,304900001,
060000000,000509807,100086000,000000002,000031700,009400300,403000000,801940000,000000035,
004001008,000000007,300400000,100206009,000038700,020000010,080300020,060010000,070000065,
000050000,000700102,040090008,060430890,700000000,000800006,204000000,150000000,030009054,
800000300,040001000,200470000,400000000,010002070,003090005,000685000,008000120,000009003,
004270030,000008600,003005000,070000002,009300005,000020004,002050000,700000018,100400000,
009800000,500072000,000000013,090000002,010396000,700000000,000400308,105000400,070020000,
000070060,000185009,450900000,000800010,620000000,003000007,000406000,300000000,048050190,
000050800,007001600,000702030,008000000,000290370,400000005,802007000,040030018,006000000,
000000002,800010060,060004508,000000009,000070006,543006800,000068400,700000900,052000000,
020070400,740060000,050009060,000000600,006000031,070003500,000090204,100005000,000000007,
005092300,060005400,020700001,107900002,000000000,000003106,000000000,030000250,040087000,
080007060,405300000,010200500,004000010,000000006,063000008,000010020,000060050,000900703,
000090010,200000050,680000000,060400103,000905800,107000004,000800400,000300006,400050000,
008906005,043000020,000000000,004000900,500040680,000100000,200080070,000034100,060009000,
500904070,000007000,020010000,900000000,000061020,085400000,400802050,000700396,000000000,
003400600,500020030,000080009,017000000,004062000,000009000,070000508,900600000,000040107,
800000300,040001000,200470000,400000000,010002070,003090005,000685000,008000120,000009003,
500000700,000001300,004006001,806000000,000050002,090000530,080247900,001800004,000090000,
090000000,000190307,000800000,005070009,000400081,020000070,070004000,000250040,509003020,
300120000,000007000,000000700,500000309,006004800,000810250,402070005,600900000,010000080,
000030000,000009810,603000500,070902000,009005036,001070000,000000040,005208000,002090070,
000000080,040010306,002000007,300060400,400180000,000300920,080000070,000009000,613800000,
008000405,000000070,602030900,700006003,010000000,000100020,030050740,090700600,000091000,
000060000,000000207,100004063,680000000,200000600,000012950,400081000,001000030,000030700,
050008269,002043000,009000000,007000000,000090040,503000090,000024605,600000003,040080000,
006000000,000870609,001050000,000704000,079002500,000000030,010000060,080010003,004003090,
006000070,800000046,005390000,000000301,207000069,000500000,000000000,009700015,060028000,
010008006,360000000,000500007,000084510,000000000,905013800,002090000,003700000,700000400,
009010740,200000000,000004030,007000900,803006000,004020010,006001409,400000308,000070000,
070001900,000060050,009000003,005600000,028030000,703005000,107900002,200000006,300100000,
050904000,000000813,200000000,602008050,005000036,000001900,008040300,040000100,000106000,
040800000,501000004,800009060,000000000,200006405,090007080,000010700,000060200,304900001,
500004072,000000000,000613000,000378000,000400063,004000900,096000100,000000004,010005390,
000050004,069000350,700000000,008002030,000000006,000040720,000400009,400700501,006908000,
000000079,004000000,000670500,900081000,000039706,070000000,302000600,560000003,000800004,
300100080,000060004,560200000,030008102,600000070,000004500,001009700,000000090,020080000,
050020903,900006004,000010000,020460008,074800000,000001070,090000005,501000026,000000000,
080030006,050049300,000000000,000400001,700208000,106000040,078002000,000000209,409005000,
