010080000,096207000,008600540,000000080,100705006,060000157,003061000,000400763,000070400,
008090400,302760000,100020008,600000020,000010000,200803000,000500807,000600004,070089005,
000400506,000000430,060500010,003050090,407000800,900087200,071005000,000006000,050001004,
008627009,000500000,030090000,006900302,000000950,100800000,000052063,400080000,000300240,

000060005,009000003,561004008,800400000,740000090,000053000,080001072,000049000,010020500,
007000001,000004002,000100070,020096000,050000630,009050420,908001000,000049000,600007054,
000500420,600040000,050000003,000680100,002000000,530010760,000000870,720001009,090003050,
009000500,000030094,316040000,000000000,007090280,601084700,070005006,020700000,105000000,
020013060,005600340,000000000,102070085,090002000,700030000,000305900,000020051,000800070,
490000000,000040306,750090000,902000005,000400060,070001000,500980600,049007000,020003500,
801000045,000000706,056000800,090700100,000080000,000200538,000040080,427000010,000090004,
480030200,000009038,010000040,003900500,924100007,005374000,038000000,007008600,600700000,
500000090,609030000,000500360,000000080,010006504,700000609,070028000,080703042,900000000,
360904100,000000070,004003060,905010807,000750009,000000030,700008090,003540008,000000000,
004600000,200800600,010509000,700000018,090000750,030100000,070410002,029000005,000008004,
900402500,000901000,050000007,400020080,002000734,508006000,000800020,700000001,090260000,
000000307,900000514,304016020,006000050,200004000,000009400,001900076,000000030,007600005,
000072500,070801000,630000820,000057400,700090000,009280050,006000000,402000080,000005900,
000050070,090040000,004000008,071002005,040000706,206400090,000086000,905000000,003070250,
020050800,400010200,000000040,605007100,034026000,000000700,300070015,100040003,060000020,
500070980,000000000,007500003,200096000,003200000,490050830,070000001,000003429,902000000,
060010500,100005070,098004000,800000000,040000006,000003091,900302000,007508003,000100204,
200060000,090001030,000040000,000004078,080030400,070200001,020005013,001700900,600300200,
060000300,100000429,300908000,700004006,008000005,400150000,000009010,640000250,000070900,
000000008,300000500,004300091,001046750,049000010,070005000,000400060,000081004,005000073,
560000001,000050060,007830400,005301000,700000206,200007050,000000530,051400000,400002000,
090000801,180020000,300000000,000530004,070000000,568409000,000600905,806900400,010050000,
900000005,030200000,015340070,600130049,700000600,200004000,000000103,000910000,079080000,
700000900,430006001,006000070,000900008,095680000,000050007,000000004,012000680,004538000,
090000801,180020000,300000000,000530004,070000000,568409000,000600905,806900400,010050000,
000060000,050000200,000538000,805000040,900045008,400801602,500000724,000004080,020600509,
600000904,030500060,009700000,003000100,000304020,020000540,090000000,000901700,008072310,
004003568,500807042,000004000,805012000,000050209,000000600,078000000,000000050,600900070,
500600094,007500003,009000007,900410030,080000040,300000650,000100000,200396000,700000900,
400000008,905000300,000002100,030074080,590001000,060030000,300600050,000043900,050090070,
049000005,000831000,000000008,000090810,000007600,001000300,780410009,294700000,600900000,
087020050,000006004,250009000,345000000,006000403,800000000,000003980,009658300,500290600,
006000071,801000000,400900206,000040130,009000700,000610090,500000400,000867000,190500000,
063000020,000800900,800670005,380000690,010204000,400000800,730010000,040003001,600000000,
000490000,306000007,080053090,600501080,030000050,540000300,010060003,000100024,008304060,
400006800,200800009,901003056,009680002,010000590,008009700,024090000,100000400,007300000,
034506900,005400000,000080010,000823007,108700300,000009000,087000000,000008072,409000000,
100060900,006300000,728009030,000000020,000006004,000024109,009100007,580003000,003200000,
000015600,000060850,000000003,208000004,040390002,601200000,480670000,000800090,006040000,
000700340,000005071,047000006,056010020,200000900,710000003,500070000,400060590,000530064,
070000032,000000700,200050090,600000900,810649007,004800003,001002000,000185000,000000560,
000000043,007530290,200070000,000040000,043706010,002890000,700000500,019000300,000204000,
600057100,000003005,010900200,000000700,281040600,030000002,000000014,058000007,007060800,
360904100,000000070,004003060,905010807,000750009,000000030,700008090,003540008,000000000,
007000005,500420001,040005600,605100000,000008000,200000080,920070050,073006000,001009002,
008007001,000905000,017003400,300500010,005002007,009000003,006070030,580000600,040200000,
000240500,607000000,050800000,400010000,000004010,060050030,300001006,800006470,706000801,
090057000,200000005,000004006,060000000,005063400,300908000,030070080,027009000,040801050,
001070009,400800702,280000010,040050208,000280090,000000000,090000070,000003004,700020160,
700006004,009000000,020003810,312000097,000004026,000200000,040500000,090300078,000100200,
002001049,080000501,300009000,000050000,000396200,601004003,003000002,904060000,060020000,
007000006,900450200,020001050,100003900,600004100,000000070,002009030,081500640,000030000,
000000030,105000040,300209650,753000010,000063000,090500000,000095000,031720004,049010500,
000300050,201475390,000006004,003890000,690000000,000060049,050040060,020000005,307000908,
054090071,702080009,000000006,497800102,000374090,003000760,000910000,000400000,031000000,
090506070,670090501,100007009,000020090,000704000,020100007,700000100,080000000,400630000,
000000030,000612000,000050700,100004000,300060010,060093400,900000001,801070040,070080206,
000070000,051340000,403000018,090000500,000010076,008027000,000000005,004098020,005000704,
800309000,960000503,007200000,006420010,024000700,070080000,001700800,700008060,000000004,
000009000,300820900,480000007,008096700,007010000,091053020,000000041,000100000,060004090,
070000032,000000700,200050090,600000900,810649007,004800003,001002000,000185000,000000560,
000009000,300820900,480000007,008096700,007010000,091053020,000000041,000100000,060004090,
